Nama Lokasi,Latitude,Longitude,Alamat,Deskripsi,Kategori,Kategori_ID,Confidence_Score,Manual_Review
Pantai Rumput Hijau,-5.3698312,104.0943247,"Marang, Kec. Pesisir Sel., Kabupaten Lampung Barat, Lampung 34875 ",,alam,1,1.0,False
WISATA PANTAI CTC PARDAHGA,-4.9909125,103.6632969,"2M57+J8M, Parda Haga, Kec. Lemong, Kabupaten Pesisir Barat, Lampung ",,alam,1,1.0,False
Pantai Batu Lemong,-5.0528642,103.8190008,"WRW9+VJ2, Jl. Lintas Barat Sumatera, Kec. Pesisir Utara, Lampung 34876 ",,alam,1,1.0,False
Danau Way Jepara,-5.2029426,105.6640737,"Jalan Simpang Danau, Sumberjo, Kec. Way Jepara, Kabupaten Lampung Timur, Lampung 34396 ",,alam,1,1.0,False
GOA PANDAN GIRI MULYO,-5.3910786,105.6697373,"JM59+HV9, Giri Mulyo, Kec. Marga Sekapung, Kabupaten Lampung Timur, Lampung 34384 ",,alam,1,1.0,False
Kolam Renang Pitaloka,-5.0451215,105.3630458,"X937+X63, Wono Sari, Kec. Pekalongan, Kabupaten Lampung Timur, Lampung 34391 ",,alam,1,1.0,True
Museum Purbakala,-5.3013941,105.561712,"MHX6+CMW, Pugung Raharjo, Kec. Sekampung Udik, Kabupaten Lampung Timur, Lampung 34384 ",,budaya,2,1.0,False
Taman Wisata Beringin Indah,-5.0687706,105.5153758,"WGJ8+F5R, Negara Nabung, Kec. Sukadana, Kabupaten Lampung Timur, Lampung 34194 ",,alam,1,1.0,False
Wisata Alam Guruh Sampang,-5.300404,105.5480743,"Gn. Pasir Jaya, Kec. Sekampung Udik, Kabupaten Lampung Timur, Lampung 34183 ",,alam,1,1.0,False
Wisata danaupulau kembar,-5.30687,105.606317,"MJV4+2Q, Sidorejo, Kec. Sekampung Udik, Kabupaten Lampung Timur, Lampung 34385 ",,alam,1,1.0,False
Wisata Desa Alas Pring,-4.976434,105.548243,"Jl. Bunga Fajar, Taman Fajar, Kec. Purbolinggo, Kabupaten Lampung Timur, Lampung 34192 ",,alam,1,1.0,False
Lengkung Langit,-5.4178495,105.1866787,"H5MP+MQV, Jl. Wan Abdurrahman, Sumber Agung, Kec. Kemiling, Kota Bandar Lampung, Lampung 35156 ",,alam,1,1.0,True
Air Terjun Labuhan Ratu,-5.161662,105.647427,"RJQW+8XM, Jl. Syuhada, Labuhan Ratu Tiga, Kec. Labuhan Ratu, Kabupaten Lampung Timur, Lampung 34375 ",,alam,1,1.0,False
Wisata Goa sumur,-5.3844885,105.6642012,"JM87+6M4, Giri Mulyo, Kec. Marga Sekapung, Kabupaten Lampung Timur, Lampung 34384 ",,alam,1,1.0,False
Rekreasi Taman Pinggir Sawah,-5.1253051,105.6707267,"VMFC+V7H, Labuhan Ratu, Kec. Labuhan Ratu, Kabupaten Lampung Timur, Lampung 34375 ",,alam,1,1.0,False
Dam water park,-5.0168363,105.5678405,"XHM9+74, Surabaya Udik, Kec. Sukadana, Kabupaten Lampung Timur, Lampung ",,alam,1,1.0,False
Wisata taman mbh jo,-5.1175664,105.3464976,"V8JW+XHH, Jl. Harjo Sudarmo, Bumi Harjo, Kec. Batanghari, Kabupaten Lampung Timur, Lampung 34381 ",,alam,1,1.0,False
Wisata Sunset,-5.1298238,105.4141987,"VCC7+3MG, Selo Rejo, Kec. Batanghari, Kabupaten Lampung Timur, Lampung 34382 ",,alam,1,1.0,False
Air Terjun 3 Alam Indah,-5.175111,105.496458,"RFFW+XH4, Desa Jl. Tj. Harapan, Tanjung Kari, Marga Tiga, East Lampung Regency, Lampung 34386 ",,alam,1,1.0,False
taman wisata lebah madu,-5.1766155,105.3505092,"R9F2+962, Buana Sakti, Kec. Batanghari, Kabupaten Lampung Timur, Lampung 34335 ",,alam,1,1.0,False
Wisata pemancingan Taman Hijau,-5.2804806,105.5501713,"PH92+R33, Bojong, Kec. Sekampung Udik, Kabupaten Lampung Timur, Lampung 34385 ",,alam,1,1.0,False
Way sekampung.area pemancingan,-5.3202886,105.5245426,"MGHF+VRM, Gn. Agung, Kec. Sekampung Udik, Kabupaten Lampung Timur, Lampung 34376 ",,budaya,2,1.0,False
Air terjun kenangan,-5.1616042,105.4946833,"RFQV+9V, Sumber Gede, Kec. Marga Tiga, Kabupaten Lampung Timur, Lampung ",,alam,1,1.0,False
Ari terjun ciupang,-5.1677302,105.4331673,"RCJM+W73, Sidomulyo, Kec. Sekampung, Kabupaten Lampung Timur, Lampung 34382 ",,alam,1,1.0,True
GREEN NET VANILI PLANIFOLIA,-5.2316396,105.5548851,"QH93+8XR, Bumi Mulyo, Kec. Sekampung Udik, Kabupaten Lampung Timur, Lampung ",,alam,1,1.0,False
Wisata Kuliner SAUNG NGASO,-4.9665596,105.5136294,"Unnamed Road, Tegal Yoso, Kec. Purbolinggo, Kabupaten Lampung Timur, Lampung 34192 ",,kuliner,4,1.0,False
Agrowisata Kebun Jeruk Bapak Dalimin,-5.30986,105.49421,"MFRV+3M4, Gn. Agung, Kec. Sekampung Udik, Kabupaten Lampung Timur, Lampung 34384 ",,alam,1,1.0,False
Tugu Kutosari Sumbersari,-5.1300509,105.4725044,"VF9C+QXV, Sumbersari, Kec. Sekampung, Kabupaten Lampung Timur, Lampung 34382 ",,budaya,2,1.0,False
Objek Wisata RIMBA DANAU,-5.2138753,105.6754682,"QMPG+C5, Hutan, Kabupaten Lampung Timur, Lampung ",,alam,1,1.0,False
Agrowisata Kebun Buah Bukit Selupo,-5.174835,105.518794,"RGG9+3G7, Jl. Tj. Harapan, Tanjung Kari, Kec. Marga Tiga, Kabupaten Lampung Timur, Lampung 34386 ",,alam,1,1.0,False
Tugu Pagar Nusa Purbosembodo,-5.2093207,105.2927552,"Q7RV+74C, Purbo Sembodo, Kec. Metro Kibang, Kabupaten Lampung Timur, Lampung 35362 ",,budaya,2,1.0,False
WISATA TERAPI IKAN DAN PEMANDIAN KALI ALAM,-5.298663,105.7317191,"Sri Menanti, Kec. Bandar Sribawono, Kabupaten Lampung Timur, Lampung 34389 ",,alam,1,1.0,False
Taman Horror,-5.1140827,105.3446009,"V8PV+4RH, Banjar Rejo, Kec. Batanghari, Kabupaten Lampung Timur, Lampung 34381 ",,alam,1,1.0,False
Bendungan Wora Wari,-5.1130054,105.4055947,"dusun sri dadi desa, Sri Basuki, Kec. Batanghari, Kabupaten Lampung Timur, Lampung 34381 ",,alam,1,1.0,False
Tugu Pepadun,-4.976043,105.2132015,"26F7+H7P, Jl. Lintas Sumatera, Gn. Sugih, Kec. Gn. Sugih, Kabupaten Lampung Tengah, Lampung 34161 ",,budaya,2,1.0,False
Danau Kemuning,-5.305041,105.73423,"MPVM+XMQ, Sri Menanti, Kec. Bandar Sribawono, Kabupaten Lampung Timur, Lampung 34389 ",,alam,1,1.0,False
Goa Macan,-5.3797629,105.6596901,"Dusun 05, Giri Mulyo, Kec. Marga Sekapung, Kabupaten Lampung Timur, Lampung 34384 ",,alam,1,1.0,False
Situs Batu Bedil,-5.3110414,104.7019668,"MPQ2+HQP, Jalan Raya, Tekad, Pulau Panggung, Tanggamus Regency, Lampung 35679 ",,budaya,2,1.0,False
Air terjun apik,-4.9286459,105.4871791,"3FCP+GV, Restu Rahayu, Kec. Raman Utara, Kabupaten Lampung Timur, Lampung ",,alam,1,1.0,False
Tugu Jagung Manis,-5.0466043,105.3444219,"X83V+9Q3 Lap. Merdeka Wonosari, Wono Sari, Kec. Pekalongan, Kabupaten Lampung Timur, Lampung 34391 ",,budaya,2,1.0,False
Puncak Gunung Slupo,-5.1629368,105.5093531,"RGP5+RPH, Jl. Umbul Gn. Jl. Tj. Harapan, Sumber Gede, Kec. Marga Tiga, Kabupaten Lampung Timur, Lampung 34386 ",,alam,1,1.0,False
HUTAN SUAKA WAY KAMBAS,-4.9411554,105.5485628,"3G5X+GC, Tegal Ombo, Kec. Way Bungur, Kabupaten Lampung Timur, Lampung ",,alam,1,1.0,False
Embung pemancingan sambikarto,-5.124452,105.456401,"VFG4+6H, Sambikarto, Kec. Sekampung, Kabupaten Lampung Timur, Lampung ",,budaya,2,1.0,False
Gunung Prumpun,-5.3575551,105.6268018,"JJRG+XPF, Jl. Beringin, Gn. MAS, Kec. Marga Sekapung, Kabupaten Lampung Timur, Lampung 34384 ",,alam,1,1.0,False
Wisata Alam Kaliaro,-5.2969185,105.7368095,"Sri Menanti, Kec. Bandar Sribawono, Kabupaten Lampung Timur, Lampung 34389 ",,alam,1,1.0,False
GUA MARIA PEREMPUAN UNTUK SEMUA MANUSIA,-5.3508752,104.949647,"Pajaresuk Kec., Jl. Raya Sampang No.16, Fajar Esuk, Kec. Pringsewu, Kabupaten Pringsewu, Lampung 35373 ",,alam,1,1.0,False
WDM WISATA RELIGI TUBAGUS SULAIMAN,-5.8368105,105.628153,"5J7H+77C, Waymuli, Rajabasa, Kabupaten Lampung Selatan, Lampung 35552 ",,religi,3,1.0,False
Wihara Thay Hin Bio,-5.4487326,105.263158,"Jalan Ikan Kakap No. 35, Pesawahan, Teluk Betung Selatan, Pesawahan, Bandar Lampung, Kota Bandar Lampung, Lampung ",,budaya,2,1.0,True
Masjid Agung Al-Furqan Bandar Lampung,-5.4294442,105.2603088,"Jl. Diponegoro, Gulak Galik, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung 35212 ",,religi,3,1.0,False
Goa Maria Bunda Kerahiman,-5.0466855,104.3020756,"X832+8RG, Sekincau, Kec. Sekincau, Kabupaten Lampung Barat, Lampung 34884 ",,alam,1,1.0,False
Makam KH. Ghalib,-5.3475089,104.9722863,"Jl. Makam KH. Ghalib, Pringsewu Utara, Kec. Pringsewu, Kabupaten Pringsewu, Lampung 35373 ",,budaya,2,1.0,False
Tugu Bumi Sekala Bekhak,-5.0278626,104.4476655,"XCCX+V33, Jl. Lintas Liwa, Pura Laksana, Kec. Way Tenong, Kabupaten Lampung Barat, Lampung 34884 ",,budaya,2,1.0,False
Curug Mbah Gimo,-5.1342191,104.3959408,"V98W+898 Pekon Sukadamai, Sukadamai, Kec. Air Hitam, Kabupaten Lampung Barat, Lampung 34874 ",,alam,1,1.0,False
Air Terjun Ciupang,-5.5885654,105.0204935,"C27F+7MX, Sumber Jaya, Kecamatan way ratai, Kabupaten Pesawaran, Lampung 35451 ",,alam,1,1.0,False
Bukit AsLan,-5.4185311,105.3113883,"Jl. Bukit Aslan No.2, Way Gubak, Sukabumi, Bandar Lampung City, Lampung 35244 ",,alam,1,1.0,False
Masjid Apung Ringgung,-5.5563737,105.2547695,"C7V3+FW2, Lepas Pantai Sari Ringgung, Hanura, Padang Cermin, Pesawaran, Kabupaten Pesawaran, Lampung 35451 ",,religi,3,1.0,False
Taman Tirta Asri,-5.3015056,104.9249841,"Sriwungu, Kec. Banyumas, Kabupaten Pringsewu, Lampung 35674 ",,alam,1,1.0,False
Masjid Jami' Al-Anwar Teluk Betung,-5.4502729,105.2631168,"Jalan Laksamana Malahayati No. 100, Kangkung, Teluk Betung Selatan, Pesawahan, Kec. Telukbetung Selatan, Kota Bandar Lampung, Lampung ",,religi,3,1.0,False
TAHURA WAR LAMPUNG,-5.4201538,105.1857204,"Jl. Wan Abdurrahman, Sumber Agung, Kec. Kemiling, Kabupaten Pesawaran, Lampung 35156 ",,kuliner,4,1.0,True
Goa Maria Pajar Mataram,-4.8567173,105.3149793,"48V7+8X9, Fajar Mataram, Kec. Seputih Mataram, Kabupaten Lampung Tengah, Lampung 34164 ",,alam,1,1.0,False
Makam Pahlawan Nasional Raden Intan II & Benteng Cempaka,-5.7676585,105.6912185,"Gedungharta, Kec. Penengahan, Kabupaten Lampung Selatan, Lampung 35592 ",,budaya,2,1.0,False
Vihara Amurwa Bhumi Graha,-5.446287,105.264053,"Jl. Ikan Bawal No.09 / 52, Pesawahan, Kec. Telukbetung Selatan, Kota Bandar Lampung, Lampung 35221 ",,religi,3,1.0,False
Wisata Embung Desa Purworejo,-5.3556109,105.0756919,"Jl. Bupati Suryo, Desa Purworejo, Kecamatan Negeri Katon, Pesawaran, Kec. Negeri Katon, Kabupaten Pesawaran, Lampung 35353 ",,alam,1,1.0,False
Makam Keramat Tubagus Machdum Kuala,-5.4473832,105.3012121,"H832+2FW, T, Garuntang, Telukbetung Selatan, Bandar Lampung City, Lampung ",,budaya,2,1.0,False
Vihara Buddha Bhaisajyaguru,-5.4644688,105.3233619,"Jl. Raya Suban No.12, Pidada, Kec. Panjang, Kota Bandar Lampung, Lampung 35241 ",,religi,3,1.0,False
Pura Kerthi Bhuana,-5.4479416,105.3132804,"Jl. By Pass Jl. Soekarno Hatta, Way Lunik, Kec. Telukbetung Selatan, Kota Bandar Lampung, Lampung 35244 ",,religi,3,1.0,False
Bendungan Batu Tegi,-5.2550388,104.7808227,"PQVJ+X8P, Batu Tegi, Kec. Air Naningan, Kabupaten Tanggamus, Lampung 35679 ",,alam,1,1.0,False
"Gereja Katolik Kristus Raja, Katedral Tanjungkarang",-5.4091325,105.2584029,"Jl. Kota Raja No.14, Gn. Sari, Kec. Tj. Karang Pusat, Kota Bandar Lampung, Lampung 35128 ",,religi,3,1.0,False
Makam Ratu Darah Putih Kalianda,-5.718216,105.6854668,"7MJP+P58, Kuripan, Kec. Penengahan, Kabupaten Lampung Selatan, Lampung 35592 ",,budaya,2,1.0,False
Taman Wisata Alam & Edukasi LEMBAH PELANGI Kedaung,-5.4152724,105.2037433,"Jl. Terusan Ragom Gawi III, Kedaung, Kec. Kemiling, Kota Bandar Lampung, Lampung 35158 ",,alam,1,1.0,False
Masjid Jami' Al Yaqin,-5.4145912,105.2581246,"Gg. Masjid No.11, Tj. Karang, Engal, Kota Bandar Lampung, Lampung 35127 ",,religi,3,1.0,False
Masjid Agung Taqwa Kota Metro,-5.11476,105.3069136,"Jl. Letjend Alamsyah Ratu Prawira Negara No.1, Imopuro, Kec. Metro Pusat, Kota Metro, Lampung 34124 ",,religi,3,1.0,False
Makam keramat Tubagus Sangkrah,-5.4953856,105.2532063,"G733+R7W, Sukajaya Lempasing, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung 35236 ",,budaya,2,1.0,False
Menara Siger Lampung,-5.8655007,105.7497282,"Jl. Lintas Sumatera, Bakauheni, Kec. Bakauheni, Kabupaten Lampung Selatan, Lampung 35592 ",,religi,3,1.0,True
Masjid Jami' Aminatul Jannah,-5.0279451,104.448263,"XCCX+R8C, Sindang Pagar, Kec. Sumber Jaya, Kabupaten Lampung Barat, Lampung 34871 ",,religi,3,1.0,False
Masjid Ad-Du'a,-5.3810544,105.2745261,"J79F+HRC, Jalan Sultan Agung, Puri Way Halim, Perumnas Way Halim, Way Halim, Perumnas Way Halim, Kec. Way Halim, Kota Bandar Lampung, Lampung 35132 ",,religi,3,1.0,False
Masjid Abdurrahman Bin Auf,-5.3574917,105.2870954,"Jl. Ratu Dibalau No.68, Way Kandis, Kec. Tj. Senang, Kota Bandar Lampung, Lampung 35141 ",,religi,3,1.0,False
Makam syeh tubagus kirana,-5.1984723,105.6783821,"RM2H+J96, Makam syeh tubagus kirana, Labuhan Ratu Danau, Kec. Way Jepara, Kabupaten Lampung Timur, Lampung 34396 ",,budaya,2,1.0,False
GPIB Marturia Lampung,-5.4094232,105.253716,"Jl. Imam Bonjol No.1, Suka Jawa Baru, Kec. Tj. Karang Bar., Kota Bandar Lampung, Lampung 35127 ",,budaya,2,1.0,False
Makam Keramat Syech Faqih,-5.426224,105.3040258,"H8F3+GJ6, Way Gubak, Kec. Panjang, Kota Bandar Lampung, Lampung 35244 ",,budaya,2,1.0,False
